@user dan allah kudena daga murya kada shugabannin mu su ji🙄😒,neutral
@user babu dan siyasar da zan iya yiwa haka💯🤗,neutral
@user nidai banyi afuwa ba sai baba yaganni😉,neutral
@user @user @user malam atiku ai kune government yanzu mu mezamuce kenan😷,neutral
"“@user: idan na sha kaye a zabe zan mika mulki, in ji jonathan #gejmediachat”😂😂😂😂😂",neutral
"@user haba bincike ake fa, wannan mulkin baba ne sai sorry 😀",neutral
"@user munji ba tallafin gwamnati bane,to yanzu ina tallafin gwamnatin yake?duk da ban iya yorubanci ba amma saina dana🤣 0male",neutral
"@user @user wannan hausar taku akwai gyra bakowa zai gane ba. kamata yayi kuce ko buhari bazai fara tinanin bani shugaban fadarsa ba. karku sanya space a """"""""""""""""""""""""""""""""ba ni"""""""""""""""""""""""""""""""" 😔😔",neutral
@user nifa wannan kamar ba buhari ba wlh😬 taka a deep look at his eyes 🤔,neutral
@user dama hka nigeria 🇳🇬 keyi duk dan takara asa photo sa ah takardar zabe,neutral
@user dolen babarsa ae😁😁,neutral
@user watau dai sai mun cinye n1.2tr ka fin mu dai na...... #covid19 a soft ladding to #nigeria government 🙄,neutral
@user gaskiya ne talakawa ba abin da ya damesu da zuwan atiku america 🇺🇸 to amma wani wani muhimmin abu ne a siyasar sa dama kasa baki daya. zargin da yan apc ke masa ya kau na ce war in har ya je america 🇺🇸 za akamashi,neutral
@user mu 'yan najeriya ba material bane balle a sarrafa mu 😂,neutral
@user waye yafi kowa sanin villa???? amsa a tambayi buhari asha labari 🤣🤣,neutral
@user ga kuma gran patron a najeriya 🤣 https://t.co/ryxcytjf0f,neutral
@user wata 49 kenan ana yin yajin aiki kimanin shekara 4 kaga kuwa shima yajin aikin yayi degree 😂 a najeriya 😂,neutral
"@user shin kuna sane da irin tafiyar wahainiya da wakar da ‘yan nigeria 🇳🇬 suka biya mawaki rarara yayiwa shugaba buhari kuwa? idan kuna sane, shin ya akayi aka kwana a ragaya.",neutral
“@user: 'yan siyasa na tururuwar komawa apc http://t.co/hihcqlrbzp” mun kulle qofar ai 🔒,neutral
@user @user @user ko wane abu ma in ya samu mutum a kasar nigeria buhari ne.... 😂,neutral
"@user sunyi kamancecciniya ta wasu bangaren,haka kuma sun bambamta ta wasu bangaren,misali kince shi buhari tsohon sojane,yayin da shi kuma biden tsohon https://t.co/bgxx83fzug wannan bambamchine🙏🙏🙏🙏",neutral
@user abun mamaki har yanzun a 2021 akwai masu sauraran jawabin buhari. 🤣,neutral
"@user @user shi al'amarin dunia ba haka yake ba, siyasar nan ita ce rigar ka da muka san ka da ita, kar kayi ampani da ita wurin cin mutuncin wanda suka pi ka sanin me suke yi🙏",neutral
@user nifa wurin babar taka ta gold ce ya tashi kaina 😂😂 i just like that guy 🤣🔥 @user,neutral
@user @user dakudawa kukayi imani buhari bashida cin hanci da rashawa 😏🤨😡,neutral
"@user to wai ko jan miyar da baba buhari yake fada, nufin shi da bread za a dangwala?🤔",neutral
@user toh ai ba muga alamu ba tunda har yanzu muna dokawa🙏,neutral
"@user cewa me?🤔🤔 kudai kanawa ehn maida sarkin ku dan siyasa, sarkin zazzau na nan da kumaharin shi",neutral
@user toh ai gwamnati da wa'inda ke cikin ta ke saida yar wajan😏,neutral
"@user lallai zai kawo masa nasara, sabida ko lokochin da buhari na campaign dinsa yaze, sabida na lura nigeria 🇳🇬 tabada karfinta a amurka a kominda sukeyi",neutral
@user @user wai shi kunya yakeji ayy gwara ka bude fuskar babaa😂😂 https://t.co/zgaaa8tq4h,neutral
"@user wannan canji da presdor yagani a lokachi daya canjawan wane gwamnati ne, na ganduje ko buhari 😂😅",neutral
@user 😂😂😂dawisu ae wannan government din kabi liman ne ko kachanza masallaci 😂😂,neutral
@user wannan ai kunyata baba buhari ne🙄,neutral
@user to a ina za a dauresu? naga shima baban gashinan babu mask a fuskarsa 😑,neutral
@user ashe tsohon sanata ya fara abun @user 😁😂😁,neutral
@user yanzu kafara gani idai siyasace😂,neutral
"@user pls bbc idan bakuda labarin dazaku bamu, ku sako muna labari akan yadda ta qare tsakanin dan bazawara(mohd buhari) akan yadda za ayi masa allurar rigakafin corona😀😀🤣🤣",neutral
"@user pu 021, presidential villa, abuja presidential election result apc: 84 pdp: 78 ku fada masu yaci wannan rumfar👆👆👆",neutral
"@user duk inda aka cema mutum biyu na neman abu ai dole kaga kwalama,kamar siyasa ce😁",neutral
@user toh itah kumah gwamnati sae tache me ❓,neutral
"@user wae a hakan, anya kuwa buhari kana yawo kana ganin halinda al'umarka keh ciki kow..??? 💔💔",neutral
@user @user @user shin ganduje bacci ne yakeyi ko lazumi😆,neutral
@user 🤣😂🤣wani wasan kwaikwayo sai najeriya.,neutral
"@user ne: yanzu yadda kuka shaku da @user, 'alal misali ya zakayi idan mustapha ya lace zaben samun zuciyanta. shin zakayi congratulating nasa? @user: ba woni alal misali, ni zanci zaben: 💓😍 https://t.co/h6epqaafp0",neutral
@user dan gwale daya ake ashiga mulkin buhari amma sae ayi 1000 ba'a pita vh😭,neutral
"@user kwanciyan hankali yamusu yawa gaskia, suzo najeriyar mana suyi hakan mugani😊",neutral
@user daga nan jihar lanjiriya😭 hadari sa gabanka inda kakeso hadari malafar duniya hadari gabas mai hankali ya duba yamma hadarin ƙasa maganin mai kabudo holoƙo hadarin kaka ganin hadari ya saka wanka da kashi hadari sama sai sauraro shugaban ƙasa joe biden au! baba buhari kai zance,neutral
"@user da alamu amurka nason kwafar 'inconclusive', makamancin na kasa najeriya 😊",neutral
@user saura buhari da ganduje🕵😎,neutral
@user amacayin sa na shugaba yay magana kan muslman palestine 🇵🇸 yan kin kashmir syria 🇸🇾 yemen 🇾🇪. da neman kai zuciya nesa saudi arabia 🇸🇦 d iran 🇮🇷. najeriya 🇳🇬 maganar boko haram,neutral
@user haka ne! kamata yayi shugaba buhari ya nada gwanna fayose a mukamin😄,neutral
@user en najeriya sunyi baki hadi da rama a 2020 amma ku dubi wnnan dogowar halittar yayi jajir dashi yayi 6ul-6ul 😂,neutral
@user bbc sun tabo buhari😅😅😅🏃🏃🏃,neutral
"hausa forever funny😂😂😂🙆“@user: labari da duminsa: jonathan ya kirawo buhari ta wayar tarho, ya amince da shan kaye.#nigeria”",neutral
@user karka yarda ganduje sai ka kamo lagos yawa😂😂😂,neutral
@user @user a kulle mu baba!!🔥🔥,neutral
@user kano ta ganduje ne da buhari 😽,neutral
@user waninku ya fito sai ku zabe shi... 😒,neutral
@user sai baba tagani😂😭,neutral
@user tunda a chan ake zaben bah!! 😏😏,neutral
@user gaskiya acikin lamarin nan anya ko ba siyasa aciki 🤔. ade yi naxari,neutral
@user tinda naci shinka yar gwamnati yau 😁😁,neutral
@user @user an ɗaura auren isa suleiman panshekara da amaryarsa ba'amurkiya janine sanchez.a gasau da ke ƙaramar hukumar kumbotso ta jihar kano💑🥞 sanata @user ne waliyyin amarya yayin ɗaurin aure. https://t.co/4kogsju3xw,neutral
@user amma an sake sakamakon zaben da yara suka yi a kanon🤔🤔,neutral
@user kowa ya shuka ka seya mutu ya barka. nima wannan dabinon wani kakan uban kakanmu ne wanda ya gada agun uban baban kakansa shima yace yayan kakan uban kankansane ya shuka 🙄😂 https://t.co/mtkqn49cac,neutral
@user yes kuma idan baibi a hankaliba zaman najeriya sai ta gagare shi 😡,neutral
@user anya wannan buhari talakawane ko dai an chanja mana wannan mudai munsan wannan mai tausayine kuma mai kaunarmu in kuma wani laipi mukai ayafemu plsss👋👋👋👋,neutral
@user wlhi da gangancin gomnati acinkin lamarinnan 😞😡,neutral
@user babu gwamnatin da na ta6a kwana da yunwa (as a student) sai ta buhari 💔😭🙄,neutral
"@user ko ina daidai dashine, domin yanzu yazama dan siyasar apc. 👌",neutral
"👉👉👉""""""""""""""""""""""""""""""""@user: sojojin najeriya na atisayen """"""""""""""""""""""""""""""""murmushin kada"""""""""""""""""""""""""""""""" https://t.co/4wfvlobsbl""""""""""""""""""""""""""""""""",neutral
@user kai bbc! wai baban mai kudin dunya 🤣,neutral
"@user jan namiji, jan wuya, shiyasa kasamu champion.bakaga yanda kwankwaso ya iya chanza sheke asiyasa bace? kasake chanza sheka kawai wata kila daga chairman kazama gwamna😁😁😁😁",neutral
@user toh wannan su ta shafa masu kallo. mudai ya batun buhari ah london neh🤔🤔🤔😲😲😲,neutral
@user a'a pastoci ne kawai ya dace surika shiga harkokin siyasa 😠😏,neutral
@user ba malam ali kadaiba na tausayawa shugaban yen siyasa 😁😁😁,neutral
"@user ana so a yafe mana duka bashin da buhari ya ciwo ne idan aka changer name din , china 🇨🇳 zasu rasa wanda suke bi bashi 🤧. they will start looking for nigeria again",neutral
@user @user kamata yayi ace a fara gwajin akansa tunda shine shugaba🤷🏻‍♀️,neutral
"@user ta zama irin yadda 'yan najeriya suke cewa.. """"""""""""""""""""""""""""""""an mastamin ne in fito takara"""""""""""""""""""""""""""""""". 😂",neutral
"@user wannan matakinne yakamata yanzu yafara aiki, ba jiran gwamnati ba.✍👏",neutral
@user ba akan baba aka fara ba 😂 https://t.co/dvdu9rd1h1,neutral
@user yawan bashin da ake bin najeriya ya kai tiriliyan 31 👉 https://t.co/uo3to3ksx5 https://t.co/smylhgkf33 https://t.co/ip8liuonhb,neutral
@user @user @user 🐱🐱 haba baba @user yana close to you ai 😁,neutral
"@user shugaban """"""""""""""""""""""""""""""""yan gwagwarmaya ayuba wabba na inda ƙafa bata shiga 😅dajin birnin gwari 🤦🤦🤦",neutral
@user hhh😂😂 toh was yace masa tazo najeriya,neutral
"@user wannan kwalliya hak, baba yasha ƴan kanti kuma ya ɗora hula ƙube abinshi...... 😎😉",neutral
@user asalin mutumin nan dan afirka ta tsakiya ne pa tun yana yaro aka dawo dashi najeriya 😂 yana jin haushin mutan kasar nan,neutral
@user baba goyon baya 🏃‍♀️,neutral
@user @user gaskiya indai munhadu dashii fuska da fuska to yaseeen xantamaitanbaoyee akanmuu mu yan najeria dakuma alkawarin daya daukarmana najiii koyasamiii damar cikamanasuuu bakiii daya kai buhariiiiii buhariiiiiiii❓❓❓,neutral
@user baba buhari na taɓa yin irin wannan itel ɗin na ka😂,neutral
@user ina ruwan ganduje 😂,neutral
@user iyalin buhari ya kamata a fara raba wa wannan bashi?😠,neutral
@user shikuma baba buhari mai yayi?😜,neutral
@user abin takaici. ya kamata su daina wani tsarin damakaradiyya. su nada shugaba moseveni sarautar sarkin uganda kawai.🙂,neutral
"@user ina tausayin baba buhari 😭😭,kowa burinsa buhari",neutral
@user changing da baba yakawo neh😅,neutral
text,label
@user babu shugaban kasar da dabiun sa masu kyau ke kawatar dani a kasashen european irin @user sai ta 2 @user #conservative leaders kenn 💝💋😘,neutral
@user wannan ai tsohon shugaban apc ne. ba pdp ba. ko sai kun nuna layinku ?😂,neutral
"@user @user @user malam aminu saira mu munyi predicting abinda ze faru nan gaba aiii,dama kowa yasan mahmoud dan shege neh toh cewa zakuyi baban laila shine babanshi kaga mahmoud zeiyi 2-0 babu sumayya babu laila 😂 😂 😂 my prediction is soo accurate. isn't it?",neutral
@user hajiah kin biyah kudin stamp kenan. baba buhari yasa mana kowah sai ya biyah😂😂🤣. nima da nike qarami basu dagan qafa ba har dari uku na biyah jiyah,neutral
@user eh ai kanin baban mu ne 😢😢😢,neutral
@user @user waya taba mana baba falalu 💪🏻💪🏻💪🏻💪🏻,neutral
@user nigeria da saudiyya ai babu hadi sun fimu cigaba kuma shugabannin su masu adaline ba masu son kansu ba😏,neutral
@user shehu shagari fah 😥 a nigeria ko million 1 ce dakai bazaa yanke mah wuta bh ballai kamar shehu shagari shugaban kasa guda ah haba bbc adai sake dubawa plx😊,neutral
@user ruwa ruwa baba😛,neutral
@user kaji gidan yayi tsit saboda da alura ta tono garma...amma ba dan hakaba da yanxu kaji gidan kaman zai tsage..sai baba. 👇 https://t.co/firsukdxbj,neutral
@user gareka shugaba @user da kuma hukumomin @user da na @user lalle akwai sauran aiki a gabanku 🤣🤣🤣,neutral
@user @user gaskiya mudai baba badaru yace mazan mu suje idi don haka ba wannan zancen a nan🙄,neutral
@user shima baban namu yau ko gobe zai sa 😀,neutral
"@user allah yasa mutanenmu su gane cewa duk yan siyasan kasanan irinsu dayane,bukatansu kawai sukema idan basu samu ananba sai kaga sun koma cen,ko idan bakatansu bata biyaba ko sun hango zata bare,to yanzu zakaga abokin gaba ya zama dan uwa fact👌👌👌",neutral
@user saura makwaftan mu nigeria 🇳🇬 suma ya kamata susamar da tasu kuma a fara gwadata akan baba manjo dan daura 😁,neutral
marylyn ogar are you next ? 👀“@user: colombia: an daure tsohuwar shugabar leken asiri http://t.co/i9acpynkvh”,neutral
@user a gani a kasa ba fda a bake nima xa eya cewa ba wanda y esa y taba ni en dai wanan maganar ci baba kowana banxa a gare xai eya buga gerji y fda 🤷🏽 shekara nawa ana mgna 1 mu gaji da eri mganar nn muga change da k ki mgna 👌🏾,neutral
@user my man bello had to sub tsohon sanata..... kai jamaa 😅😂,neutral
@user najeriya ɗin mana😂,neutral
@user buhari 9 atiku kuma yabar club din😂 #atikubusted #pept,neutral
@user dama akwai majalisa a najeriya 🤔 🤣,neutral
@user wato ba a taba susar data farantamin rai irin wannan ba🤣🤣madallah baba ganduje,neutral
"@user @user baba, ka tuna cewa talakawa ne suka kashe kudaden su domin su ga ka shiga mulki don kayi chanji mai kyau!😭 talakawa na kuka baba!",neutral
@user ai dama muna jiran haka. lokacin da yazo emergency rescue na election a kano ya zata kanawa ne kadai zata shafa. gashi yazo kanshi😂,neutral
"@user in anyi zaben gaba ,sai muga yazai🤣😅",neutral
"@user ydg daura photo ko rubutu, a internet zai iya shafar rayuwar masu shawar siyasa, she dace ta gane mutum nagari ko lalace ce 😆😀😫😪😝😜",neutral
@user @user wannan gaskiyane wasu yan fim a wannan gun anacimasu karansu bababbaka da sunansu🤔🤔🤔🙄,neutral
@user ni nafison whatsapp dinma da najeriyar 😏,neutral
@user dan girman lagos da yarabawan cikin ta dan mutuncin jirgin sama awajen dan kaunar da kake talakawan nigeria 🇳🇬 baba kayi hakuri,neutral
@user @user @user gane mun hanya dai baba☺️,neutral
@user ai kamar dan najeriya ne ahalinda yake ciki yanzu kaga muma dole mutuna badi 🤔🤔🤔🙆🙆 https://t.co/ejgogjjsan,neutral
@user @user ana sonku kuna son wasu. najeriya kenan🤣🤣,neutral
@user yakamata yasan cewasu makiyayan yan'kasane kuma daga cikin dokar kasar akwai (right to freedom of movement) saide indan sunyi masa abunda baidace ba ajamusu kunne 👂👂,neutral
@user ganduje maganin su kuli kuli 😂,neutral
@user daga fadar shugaban kasa.👂,neutral
"@user nifa har ynz baaimun bayanin d zan ydd akwai corona a nigeria b,da ace naga ta kama buhari ko ganduje ne to zan iya yarda ta shigo 😂😂",neutral
@user @user baba ai mun san za'a rina...ja muje 😁😁😁 @user,neutral
"@user wane darasi shugabannin wannan zamani za su koya daga marigayi janar sani abacha, wanda a yau asabar yake cika shekara 21 da rasuwa? 😭 tsohon shugaban mulkin sojan najeriyan ya rasu ne a ranar 8 ga watan yunin shekarar 1998. https://t.co/ozjodxa6sm",neutral
@user @user ba yan najeriya kadai ba😂😆,neutral
@user a nigeria kenan sai azabge ma ministan albashin shi na shekaru 4-5.😅,neutral
@user shekarun mamanta? sannan nawane shekarun babanta?kina da damar turawa abokanka ma'abota lissafi don neman amsa🤔🤔🤔?,neutral
@user buhari na kiran su magana zai kare.. duk yan kananan kwari ne 😂😁😀😎😊😋,neutral
@user @user a fadawa baba a bude muma dan allh mun gaji 🙏,neutral
"@user idan buhari ya gama, shima bola tinubu so yake ya ci gaba daga yadda buhari ya tsaya ko?! 😂",neutral
@user ya kamata ywn nigeria su tsaida el rufa'i a matsayin shugaban kasa 2023☝️😂😂😂😂🤣,neutral
@user 😊 baba kasamu ganima dole kuyi a gida ai,neutral
@user hahaha wai har yanzu akwai talaka da ke son buhari? 🤔 (tambaya),neutral
@user 😂😂😂😂😂wayyo ga dan talaka ba? ko baba? amma masu samun ai huce fa? kuma sai sun zaba,neutral
@user 😁 haba manoma wannan tallafine dazai habbaka harkan noma daga central bank not buhari and wannan bashine mafi sauki dazaku iya karba don cimma nasarar ku,neutral
@user su ma su rika kamawa gwamnati wajen yaki da corona su bada tallafin kayan abinci a yankunansu da su ke wakilta. 🇳🇬,neutral
@user shi buhari din yayi musu adalci neeee🤷🏽‍♂️🤷🏽‍♂️,neutral
@user taff ganduje kuma😄😄,neutral
@user miyahada buhari da masaurauta hakan yayi daidai 👏🏻,neutral
@user dan alfarmar jirgin sama dan matsayin kasar waje dan girman yarbawa da inyamurai baba buhari a duba talakawa 😢😢😢😢,neutral
@user kamar shugaban kasa buhari hannun jarirai garishi 😂,neutral
@user ko yaushe zamu kai ga hakan a najeriya 🤔,neutral
@user kanal genar ne kawai don ganduje yana jin maganarsa sosai kamar baban sa😂😂😂,neutral
@user @user @user @user sulaiman bosho rabi’u daushe mustapha naburaska aminu ari baba saratu gidado kamal s. alkali haleemah atete shehu hassan kano mujhe chal darnah aghaya 😂😂😂,neutral
@user shafa ko baban gida mai gurmi 😂😂,neutral
@user @user kaima president din gobe kake neh🤔🤔 tohm nigeria dai ba kaduna bace,neutral
@user arewacin najeriya mu dai kam sai addu'a😥,neutral
@user manufa ta samu al'umma najeriya gareku duk wanda yake da wani korafi to yayi ikirarin zanga zanga yagani inba a biya masa bukatunsaba😂😂😂,neutral
@user aikuwa gatanan tayi kalan ganduje 🤣🤣😂😂,neutral
@user hhhhhh 'yan siyasar nigeria ai sun saba yin haka. drama a kotu dan su kubuta daga hannun hukuma. 😂,neutral
